LEADID,Last Name,Company,Lead Owner Id,Lead Owner,Email,Mobile,Website,Industry,Lead Source,Lead Status,Created Time,CONVERTED
1255,Aria,Ravens Metals Products Inc.,1010,Augustine Paul,aria@samplecompany.com,(800) - 456 - 1255,,Technology,Cold Call,Lost Lead,"02 Dec, 2010 00:00:00",
1256,Dominique,Autoforge Inc,1009,Thomas Mondrake,dominique@samplecompany.com,(800) - 456 - 1256,,Communications,Advertisement,Contacted,"02 Dec, 2010 00:00:00",
1257,Howard,Beach Machine & Gear,1001,Rozario Diego,howard@samplecompany.com,(800) - 456 - 1257,,Government/Military,Trade Show,Not Contacted,"02 Dec, 2010 00:00:00",
1258,Howard,UBE Machinery Sales,1004,Pete Zachriah,howard@samplecompany.com,(800) - 456 - 1258,,Technology,Trade Show,Pre Qualified,"22 Nov, 2010 00:00:00",
1259,Christina,Ultra-Sonic Extrusion Dies,1001,Rozario Diego,christina@samplecompany.com,(800) - 456 - 1259,,Government/Military,OnlineStore,Contact in Future,"22 Nov, 2010 00:00:00",
1260,Antonio,Amarillo Gear Co,1009,Thomas Mondrake,antonio@samplecompany.com,(800) - 456 - 1260,,Communications,Public Relations,Junk Lead,"22 Nov, 2010 00:00:00",
1261,Yvonne,Camforge Inc,1010,Augustine Paul,yvonne@samplecompany.com,(800) - 456 - 1261,,Manufacturing,External Referral,Attempted to Contact,"22 Nov, 2010 00:00:00",
1262,Laurence,CGI Inc,1001,Rozario Diego,laurence@samplecompany.com,(800) - 456 - 1262,,Consulting,Sales Mail Alias,Pre Qualified,"22 Nov, 2010 00:00:00",
1263,Jose,Homewood Products,1001,Rozario Diego,jose@samplecompany.com,(800) - 456 - 1263,,Service Provider,Partner,Contact in Future,"22 Nov, 2010 00:00:00",
1264,Carlos,La Vezzi Precision Inc,1009,Thomas Mondrake,carlos@samplecompany.com,(800) - 456 - 1264,,Technology,Web Research,Lost Lead,"22 Nov, 2010 00:00:00",
1265,Martine,Master Lock Co,1010,Augustine Paul,martine@samplecompany.com,(800) - 456 - 1265,,Service Provider,Partner,Contacted,"22 Nov, 2010 00:00:00",
1266,Pedro,Saturn Industries Inc,1010,Augustine Paul,pedro@samplecompany.com,(800) - 456 - 1266,,Communications,External Referral,Not Contacted,"22 Nov, 2010 00:00:00",
1267,Felipe,Sigma Engineering & Consulting Inc,1004,Pete Zachriah,felipe@samplecompany.com,(800) - 456 - 1267,,Government/Military,Cold Call,Pre Qualified,"22 Nov, 2010 00:00:00",
1268,Michael,U S Tsubaki Inc,1009,Thomas Mondrake,michael@samplecompany.com,(800) - 456 - 1268,,IT Services,Web Research,Contact in Future,"22 Nov, 2010 00:00:00",
1269,Alejandra,Corona Clipper Company,1006,Harold Pawlan,alejandra@samplecompany.com,(800) - 456 - 1269,,Financial Services,External Referral,Contacted,"22 Nov, 2010 00:00:00",
1270,Alexander,"Girard Engineering, Inc.",1001,Rozario Diego,alexander@samplecompany.com,(800) - 456 - 1270,,Manufacturing,Advertisement,Attempted to Contact,"22 Nov, 2010 00:00:00",
1271,Helvetius,Citation Interstate Forging Southwest,1004,Pete Zachriah,helvetius@samplecompany.com,(800) - 456 - 1271,,Service Provider,Web Research,Pre Qualified,"22 Nov, 2010 00:00:00",
1272,Guillermo,Metals Industry News,1004,Pete Zachriah,guillermo@samplecompany.com,(800) - 456 - 1272,,Technology,Public Relations,Contact in Future,"21 Nov, 2010 00:00:00",
1273,Karl,Chicago Cold Rolling,1005,Steffi Graf,karl@samplecompany.com,(800) - 456 - 1273,,Government/Military,Sales Mail Alias,Lost Lead,"21 Nov, 2010 00:00:00",
1274,Yoshi,Accurate Gear Manufacturing Co,1007,David Love,yoshi@samplecompany.com,(800) - 456 - 1274,,IT Services,Employee Referral,Contacted,"21 Nov, 2010 00:00:00",
1275,Andre,Automatic Machine Co,1002,Santa Cruz Clara,andre@samplecompany.com,(800) - 456 - 1275,,Technology,Partner,Not Contacted,"21 Nov, 2010 00:00:00",
1276,Bob,Ball Chain Manufacturing Co,1005,Steffi Graf,bob@samplecompany.com,(800) - 456 - 1276,,IT Services,Cold Call,Pre Qualified,"21 Nov, 2010 00:00:00",
1277,Chris,Cotta Transmission Co,1008,Roger Terrence,chris@samplecompany.com,(800) - 456 - 1277,,Government/Military,Trade Show,Contact in Future,"21 Nov, 2010 00:00:00",
1278,John,Fessler Machine Co,1002,Santa Cruz Clara,john@samplecompany.com,(800) - 456 - 1278,,Education,Advertisement,Contacted,"21 Nov, 2010 00:00:00",
1279,Francisco,Gear & Repair,1002,Santa Cruz Clara,francisco@samplecompany.com,(800) - 456 - 1279,,Service Provider,External Referral,Junk Lead,"21 Nov, 2010 00:00:00",
1280,Miguel,Green Bay Drop Forge,1009,Thomas Mondrake,miguel@samplecompany.com,(800) - 456 - 1280,,IT Services,Employee Referral,Pre Qualified,"21 Nov, 2010 00:00:00",
1281,Chris,Hadley Gear Manufacturing Co,1002,Santa Cruz Clara,chris@samplecompany.com,(800) - 456 - 1281,,Education,Employee Referral,Contact in Future,"21 Nov, 2010 00:00:00",
1282,Horst,Nagakura Engineering Works Co,1009,Thomas Mondrake,horst@samplecompany.com,(800) - 456 - 1282,,Consulting,Public Relations,Lost Lead,"21 Nov, 2010 00:00:00",
1283,Mary,Net Forge,1004,Pete Zachriah,mary@samplecompany.com,(800) - 456 - 1283,,Consulting,Sales Mail Alias,Contacted,"21 Nov, 2010 00:00:00",
1284,Diego,North Vernon Drop Co,1004,Pete Zachriah,diego@samplecompany.com,(800) - 456 - 1284,,Communications,Web Research,Not Contacted,"21 Nov, 2010 00:00:00",
1285,Andre,US Manufacturing Corp,1008,Roger Terrence,andre@samplecompany.com,(800) - 456 - 1285,,Pharma,OnlineStore,Pre Qualified,"21 Nov, 2010 00:00:00",
1286,Felipe,Wendell August Forge Inc,1002,Santa Cruz Clara,felipe@samplecompany.com,(800) - 456 - 1286,,Government/Military,Sales Mail Alias,Contact in Future,"21 Nov, 2010 00:00:00",
1287,Karin,Alcoa North American Extrusions,1005,Steffi Graf,karin@samplecompany.com,(800) - 456 - 1287,,Communications,Web Research,Contacted,"21 Nov, 2010 00:00:00",
1288,Miguel,New Venture Gear Inc.,1010,Augustine Paul,miguel@samplecompany.com,(800) - 456 - 1288,,Manufacturing,OnlineStore,Junk Lead,"21 Nov, 2010 00:00:00",
1289,Horst,Albex Aluminum,1001,Rozario Diego,horst@samplecompany.com,(800) - 456 - 1289,,Service Provider,Advertisement,Attempted to Contact,"18 Nov, 2010 00:00:00",
1290,Art,Cleveland Hardware & Forging,1008,Roger Terrence,art@samplecompany.com,(800) - 456 - 1290,,Financial Services,Partner,Contact in Future,"18 Nov, 2010 00:00:00",
1291,Antonio,Steel Master Transfer Inc,1010,Augustine Paul,antonio@samplecompany.com,(800) - 456 - 1291,,Consulting,Advertisement,Lost Lead,"18 Nov, 2010 00:00:00",
1292,Horst,Western Forge Corp,1010,Augustine Paul,horst@samplecompany.com,(800) - 456 - 1292,,Manufacturing,OnlineStore,Contacted,"18 Nov, 2010 00:00:00",
1293,Karl,Accurate Forging Corporation,1005,Steffi Graf,karl@samplecompany.com,(800) - 456 - 1293,,Service Provider,Web Research,Not Contacted,"18 Nov, 2010 00:00:00",
1294,Diego,Berwick Forge,1002,Santa Cruz Clara,diego@samplecompany.com,(800) - 456 - 1294,,IT Services,Web Research,Pre Qualified,"18 Nov, 2010 00:00:00",
1295,Bill,Advanced Gear Technology,1001,Rozario Diego,bill@samplecompany.com,(800) - 456 - 1295,,Technology,Advertisement,Contact in Future,"16 Nov, 2010 00:00:00",
1296,Dominique,Lakeview Forge Co,1002,Santa Cruz Clara,dominique@samplecompany.com,(800) - 456 - 1296,,Government/Military,External Referral,Contacted,"16 Nov, 2010 00:00:00",
1297,Michael,St Marys Carbon Co Inc,1001,Rozario Diego,michael@samplecompany.com,(800) - 456 - 1297,,Education,OnlineStore,Junk Lead,"16 Nov, 2010 00:00:00",
1298,Mark,Addison Machine Engineering Inc.,1002,Santa Cruz Clara,mark@samplecompany.com,(800) - 456 - 1298,,Financial Services,Public Relations,Attempted to Contact,"16 Nov, 2010 00:00:00",
1299,Aria,Richmond Auto Parts Technology Inc.,1003,Lazar Mathew,aria@samplecompany.com,(800) - 456 - 1299,,Education,Advertisement,Pre Qualified,"16 Nov, 2010 00:00:00",
1300,Alan,Southeastern Extrusion & Tool Inc.,1002,Santa Cruz Clara,alan@samplecompany.com,(800) - 456 - 1300,,Financial Services,OnlineStore,Contacted,"06 Nov, 2010 00:00:00",
1301,Thomas,Dyson Corporation,1001,Rozario Diego,thomas@samplecompany.com,(800) - 456 - 1301,,Service Provider,Public Relations,Not Contacted,"06 Nov, 2010 00:00:00",
1302,Yang,Peters Machine Works,1002,Santa Cruz Clara,yang@samplecompany.com,(800) - 456 - 1302,,Education,Trade Show,Pre Qualified,"06 Nov, 2010 00:00:00",
1303,Matti,Techno-Sommer Automatic,1006,Harold Pawlan,matti@samplecompany.com,(800) - 456 - 1303,,Technology,Sales Mail Alias,Contact in Future,"06 Nov, 2010 00:00:00",
1304,Art,Eagle Spline Gage Inc,1009,Thomas Mondrake,art@samplecompany.com,(800) - 456 - 1304,,Technology,Employee Referral,Contacted,"05 Nov, 2010 00:00:00",
1305,Yoshi,Finish Line Of OK Inc,1008,Roger Terrence,yoshi@samplecompany.com,(800) - 456 - 1305,,Education,Cold Call,Junk Lead,"05 Nov, 2010 00:00:00",
1306,Bernardo,Highland Manufacturing Inc,1003,Lazar Mathew,bernardo@samplecompany.com,(800) - 456 - 1306,,Consulting,Public Relations,Attempted to Contact,"05 Nov, 2010 00:00:00",
1307,Eduardo,MDG Precision Forgings Company,1005,Steffi Graf,eduardo@samplecompany.com,(800) - 456 - 1307,,Consulting,Sales Mail Alias,Pre Qualified,"05 Nov, 2010 00:00:00",
1308,Georg,American Iron-Steel Manufacturing Co,1004,Pete Zachriah,georg@samplecompany.com,(800) - 456 - 1308,,Technology,Public Relations,Contact in Future,"01 Nov, 2010 00:00:00",
1335,Felipe,Custom Stock Gear,1010,Augustine Paul,felipe@samplecompany.com,(800) - 456 - 1335,,Manufacturing,Partner,Contact in Future,"21 Oct, 2010 00:00:00",
1336,Daniel,Sypris Technologies,1010,Augustine Paul,daniel@samplecompany.com,(800) - 456 - 1336,,Financial Services,OnlineStore,Lost Lead,"21 Oct, 2010 00:00:00",
1337,Jean,Farkas Tool & Machine Co Inc,1009,Thomas Mondrake,jean@samplecompany.com,(800) - 456 - 1337,,IT Services,Public Relations,Contacted,"21 Oct, 2010 00:00:00",
1338,Fran,Geartech Ltd,1004,Pete Zachriah,fran@samplecompany.com,(800) - 456 - 1338,,Government/Military,External Referral,Not Contacted,"21 Oct, 2010 00:00:00",
1339,Mark,Joyce/Dayton Corp,1011,Tina Thomas,mark@samplecompany.com,(800) - 456 - 1339,,Pharma,Web Research,Pre Qualified,"21 Oct, 2010 00:00:00",
1340,Sergio,Liberty's High Performance Product,1004,Pete Zachriah,sergio@samplecompany.com,(800) - 456 - 1340,,IT Services,External Referral,Contacted,"21 Oct, 2010 00:00:00",
1341,Alejandra,Lin-Kris Manufacturing Inc,1004,Pete Zachriah,alejandra@samplecompany.com,(800) - 456 - 1341,,IT Services,Employee Referral,Junk Lead,"21 Oct, 2010 00:00:00",
1342,Janete,Manor Industries Inc,1007,David Love,janete@samplecompany.com,(800) - 456 - 1342,,Pharma,Cold Call,Attempted to Contact,"21 Oct, 2010 00:00:00",
1343,Sergio,Melling Tool Co,1001,Rozario Diego,sergio@samplecompany.com,(800) - 456 - 1343,,Technology,Employee Referral,Pre Qualified,"21 Oct, 2010 00:00:00",
1344,Jose,R E Krupp Corp,1009,Thomas Mondrake,jose@samplecompany.com,(800) - 456 - 1344,,Technology,Advertisement,Contact in Future,"21 Oct, 2010 00:00:00",
1345,Simon,Specialty Steel & Forge Inc,1002,Santa Cruz Clara,simon@samplecompany.com,(800) - 456 - 1345,,IT Services,Sales Mail Alias,Lost Lead,"21 Oct, 2010 00:00:00",
1346,Daniel,Baldwin Hardware Corporation,1004,Pete Zachriah,daniel@samplecompany.com,(800) - 456 - 1346,,Consulting,Advertisement,Contacted,"21 Oct, 2010 00:00:00",
1347,Janete,Intercontinental Manufacturing,1010,Augustine Paul,janete@samplecompany.com,(800) - 456 - 1347,,Financial Services,External Referral,Not Contacted,"21 Oct, 2010 00:00:00",
1348,Elizabeth,"Marion Forge, Dana Corporation",1010,Augustine Paul,elizabeth@samplecompany.com,(800) - 456 - 1348,,Education,Sales Mail Alias,Pre Qualified,"21 Oct, 2010 00:00:00",
1349,Elizabeth,Tubular Services Inc.,1001,Rozario Diego,elizabeth@samplecompany.com,(800) - 456 - 1349,,Pharma,Cold Call,Contact in Future,"21 Oct, 2010 00:00:00",
1327,Michael,"Bulk Chemicals, Inc.",1003,Lazar Mathew,michael@samplecompany.com,(800) - 456 - 1327,,Financial Services,Sales Mail Alias,Lost Lead,"21 Oct, 2010 00:00:00",
1328,Patricio,Kawneer Company,1001,Rozario Diego,patricio@samplecompany.com,(800) - 456 - 1328,,Technology,Web Research,Contacted,"21 Oct, 2010 00:00:00",
1329,Patricio,RH Research,1008,Roger Terrence,patricio@samplecompany.com,(800) - 456 - 1329,,Financial Services,Trade Show,Not Contacted,"21 Oct, 2010 00:00:00",
1330,Jytte,Seco/Warwick Corporation,1010,Augustine Paul,jytte@samplecompany.com,(800) - 456 - 1330,,Education,OnlineStore,Contact in Future,"21 Oct, 2010 00:00:00",
1331,Michael,"Hisan, Inc.",1010,Augustine Paul,michael@samplecompany.com,(800) - 456 - 1331,,Financial Services,Trade Show,Contacted,"21 Oct, 2010 00:00:00",
1332,Martyn,Boulevard Machine & Gear Inc,1007,David Love,martyn@samplecompany.com,(800) - 456 - 1332,,Education,Advertisement,Junk Lead,"21 Oct, 2010 00:00:00",
1333,Felipe,C & L Machining Co Inc,1010,Augustine Paul,felipe@samplecompany.com,(800) - 456 - 1333,,Pharma,Sales Mail Alias,Attempted to Contact,"21 Oct, 2010 00:00:00",
1334,Simon,Consolidated Industries Inc,1002,Santa Cruz Clara,simon@samplecompany.com,(800) - 456 - 1334,,Communications,Advertisement,Pre Qualified,"21 Oct, 2010 00:00:00",
1350,Karl,Teledyne Wah Chang Corporation,1004,Pete Zachriah,karl@samplecompany.com,(800) - 456 - 1350,,Technology,Trade Show,Junk Lead,"16 Oct, 2010 00:00:00",
1351,Jose,"Alumnitec, Inc.",1004,Pete Zachriah,jose@samplecompany.com,(800) - 456 - 1351,,Manufacturing,Employee Referral,Attempted to Contact,"16 Oct, 2010 00:00:00",
1352,Ana,Steel Industries Inc,1009,Thomas Mondrake,ana@samplecompany.com,(800) - 456 - 1352,,Consulting,Partner,Pre Qualified,"16 Oct, 2010 00:00:00",
1353,Sue,Alliance Machine Company,1003,Lazar Mathew,sue@samplecompany.com,(800) - 456 - 1353,,Pharma,Sales Mail Alias,Contact in Future,"06 Oct, 2010 00:00:00",
1354,Ann,Cold-Flow Corp,1002,Santa Cruz Clara,ann@samplecompany.com,(800) - 456 - 1354,,Consulting,Public Relations,Lost Lead,"06 Oct, 2010 00:00:00",
1355,Annette,Dynamic Automation Inc,1010,Augustine Paul,annette@samplecompany.com,(800) - 456 - 1355,,Service Provider,Advertisement,Contacted,"06 Oct, 2010 00:00:00",
1356,Fran,Spann's Gear & Machine,1001,Rozario Diego,fran@samplecompany.com,(800) - 456 - 1356,,Financial Services,Cold Call,Not Contacted,"06 Oct, 2010 00:00:00",
1357,Ana,Hammil Precision Tooling,1003,Lazar Mathew,ana@samplecompany.com,(800) - 456 - 1357,,IT Services,Public Relations,Pre Qualified,"06 Oct, 2010 00:00:00",
1358,Art,Claridge Extrusions Division,1005,Steffi Graf,art@samplecompany.com,(800) - 456 - 1358,,Financial Services,Employee Referral,Contact in Future,"22 Sep, 2010 00:00:00",
1359,Liz,Remington Arms Company Inc.,1005,Steffi Graf,liz@samplecompany.com,(800) - 456 - 1359,,IT Services,Employee Referral,Contacted,"22 Sep, 2010 00:00:00",
1360,Rita,TI Automotive Systems LLC,1008,Roger Terrence,rita@samplecompany.com,(800) - 456 - 1360,,Service Provider,External Referral,Attempted to Contact,"22 Sep, 2010 00:00:00",
1361,Aria,Maverick Tube,1006,Harold Pawlan,aria@samplecompany.com,(800) - 456 - 1361,,Consulting,Advertisement,Pre Qualified,"22 Sep, 2010 00:00:00",
1362,Isabel,Bradley Flyer & Spindle Inc,1006,Harold Pawlan,isabel@samplecompany.com,(800) - 456 - 1362,,Government/Military,Web Research,Contact in Future,"22 Sep, 2010 00:00:00",
1363,Diego,Zimmer Gears,1008,Roger Terrence,diego@samplecompany.com,(800) - 456 - 1363,,IT Services,Public Relations,Lost Lead,"22 Sep, 2010 00:00:00",
1364,Paolo,Hitachi Metals,1004,Pete Zachriah,paolo@samplecompany.com,(800) - 456 - 1364,,Service Provider,Public Relations,Contacted,"22 Sep, 2010 00:00:00",
1365,Palle,Carolina Forge Company,1004,Pete Zachriah,palle@samplecompany.com,(800) - 456 - 1365,,IT Services,OnlineStore,Not Contacted,"22 Sep, 2010 00:00:00",
1366,Mario,"Don R. Fruchey, Inc.",1004,Pete Zachriah,mario@samplecompany.com,(800) - 456 - 1366,,IT Services,Advertisement,Pre Qualified,"22 Sep, 2010 00:00:00",
1367,Ann,Central Aluminum Company,1011,Tina Thomas,ann@samplecompany.com,(800) - 456 - 1367,,Communications,OnlineStore,Contact in Future,"21 Sep, 2010 00:00:00",
1368,Andre,Northwest Aluminum Company,1003,Lazar Mathew,andre@samplecompany.com,(800) - 456 - 1368,,Manufacturing,Partner,Contacted,"21 Sep, 2010 00:00:00",
1369,Eduardo,Atch-Mont Gear Co Inc,1001,Rozario Diego,eduardo@samplecompany.com,(800) - 456 - 1369,,Government/Military,Partner,Junk Lead,"21 Sep, 2010 00:00:00",
1379,Renate,Thakar Aluminum Corporation,1008,Roger Terrence,renate@samplecompany.com,(800) - 456 - 1379,,Education,Employee Referral,Attempted to Contact,"19 Sep, 2010 00:00:00",
1380,Fran,Copperweld Miami Division,1008,Roger Terrence,fran@samplecompany.com,(800) - 456 - 1380,,Education,Partner,Contact in Future,"19 Sep, 2010 00:00:00",
1381,Martine,D J Precision Instrument Corp,1004,Pete Zachriah,martine@samplecompany.com,(800) - 456 - 1381,,Manufacturing,Web Research,Lost Lead,"19 Sep, 2010 00:00:00",
1382,Hari,Federal Forge Inc,1006,Harold Pawlan,hari@samplecompany.com,(800) - 456 - 1382,,IT Services,Advertisement,Contacted,"19 Sep, 2010 00:00:00",
1383,Pascale,G & N/Rubicon Gear Mfg Inc,1010,Augustine Paul,pascale@samplecompany.com,(800) - 456 - 1383,,Consulting,Trade Show,Not Contacted,"19 Sep, 2010 00:00:00",
1384,Maria,Horsburgh & Scott Co,1004,Pete Zachriah,maria@samplecompany.com,(800) - 456 - 1384,,Communications,Public Relations,Pre Qualified,"19 Sep, 2010 00:00:00",
1385,Roland,HSM Eagle Ltd,1008,Roger Terrence,roland@samplecompany.com,(800) - 456 - 1385,,Communications,External Referral,Contact in Future,"19 Sep, 2010 00:00:00",
1386,Helvetius,Interstate Tool & Die Co,1003,Lazar Mathew,helvetius@samplecompany.com,(800) - 456 - 1386,,Financial Services,Sales Mail Alias,Contacted,"19 Sep, 2010 00:00:00",
1399,Elizabeth,TAG Manufacturing Co,1006,Harold Pawlan,elizabeth@samplecompany.com,(800) - 456 - 1399,,Communications,Cold Call,Contact in Future,"19 Sep, 2010 00:00:00",
1400,Yvonne,Valiant Industries Inc,1004,Pete Zachriah,yvonne@samplecompany.com,(800) - 456 - 1400,,Pharma,Partner,Not Contacted,"19 Sep, 2010 00:00:00",
1401,John,Western Spline Gage,1002,Santa Cruz Clara,john@samplecompany.com,(800) - 456 - 1401,,Manufacturing,Cold Call,Pre Qualified,"19 Sep, 2010 00:00:00",
1402,Daniel,Ellwood City Forge,1008,Roger Terrence,daniel@samplecompany.com,(800) - 456 - 1402,,IT Services,Web Research,Contact in Future,"19 Sep, 2010 00:00:00",
1403,Alan,Millennium Forge Inc.,1003,Lazar Mathew,alan@samplecompany.com,(800) - 456 - 1403,,Manufacturing,Employee Referral,Contacted,"19 Sep, 2010 00:00:00",
1404,Diego,Mid-States Forging Die and Tool,1005,Steffi Graf,diego@samplecompany.com,(800) - 456 - 1404,,Consulting,Sales Mail Alias,Junk Lead,"19 Sep, 2010 00:00:00",
1405,Helvetius,Metal Industries Inc.,1009,Thomas Mondrake,helvetius@samplecompany.com,(800) - 456 - 1405,,Education,OnlineStore,Attempted to Contact,"05 Sep, 2010 00:00:00",
1406,Yang,B & K Tool & Die Corp.,1009,Thomas Mondrake,yang@samplecompany.com,(800) - 456 - 1406,,Manufacturing,External Referral,Pre Qualified,"05 Sep, 2010 00:00:00",
1407,Liz,U. S. Extrusion Tool & Die Company,1008,Roger Terrence,liz@samplecompany.com,(800) - 456 - 1407,,Education,OnlineStore,Contact in Future,"05 Sep, 2010 00:00:00",
1408,Dominique,Bellville Tube Company,1005,Steffi Graf,dominique@samplecompany.com,(800) - 456 - 1408,,Financial Services,Partner,Lost Lead,"05 Sep, 2010 00:00:00",
1409,Anabela,"PMAC, Ltd.",1004,Pete Zachriah,anabela@samplecompany.com,(800) - 456 - 1409,,Pharma,Employee Referral,Contacted,"05 Sep, 2010 00:00:00",
1410,Catherine,Fine Architectural Metalsmiths,1011,Tina Thomas,catherine@samplecompany.com,(800) - 456 - 1410,,Education,OnlineStore,Pre Qualified,"05 Sep, 2010 00:00:00",
1411,Howard,I G T Co,1006,Harold Pawlan,howard@samplecompany.com,(800) - 456 - 1411,,Technology,OnlineStore,Contact in Future,"05 Sep, 2010 00:00:00",
1412,Matti,L & H Welding & Machine Co,1009,Thomas Mondrake,matti@samplecompany.com,(800) - 456 - 1412,,Communications,External Referral,Contacted,"05 Sep, 2010 00:00:00",
1413,Janine,Superior Engineering Machining,1010,Augustine Paul,janine@samplecompany.com,(800) - 456 - 1413,,Service Provider,Public Relations,Junk Lead,"05 Sep, 2010 00:00:00",
1414,Maria,"Meritor Automotive, Inc.",1008,Roger Terrence,maria@samplecompany.com,(800) - 456 - 1414,,Technology,Trade Show,Attempted to Contact,"05 Sep, 2010 00:00:00",
1415,Laurence,Universal Molding Extrusion Company,1009,Thomas Mondrake,laurence@samplecompany.com,(800) - 456 - 1415,,Pharma,Trade Show,Pre Qualified,"05 Sep, 2010 00:00:00",
1416,Miguel,"Aluminum Shapes, L.L.C.",1010,Augustine Paul,miguel@samplecompany.com,(800) - 456 - 1416,,Service Provider,Advertisement,Contact in Future,"25 Aug, 2010 00:00:00",
